Adi;Bolge;Kok;Liderler;OnemliSahsiyetler;Kid
Teym;Mekke;Teym b. Mürre b. Kâ‘b b. Lüey b. Galib b. Fihr b. Mâlik;Abdullah b. Cüd‘ân, Osman b. Amr, Talha b. Ubeydullah, Hz. Ebû Bekir;Hz. Ebû Bekir, Talha b. Ubeydullah, Abdullah b. Cüd‘ân, Osman b. Amr;901
